According	VBG	O
to	TO	O
media	NNS	O
reports	NNS	O
,	,	O
the	DT	O
organizers	NNS	O
of	IN	O
the	DT	O
Pyeongchang	NNP	O
Olympics	NNPS	O
confirmed	VBD	O
they	PRP	O
were	VBD	O
investigating	VBG	O
a	DT	O
cyberattack	NN	O
that	WDT	O
temporarily	RB	O
paralyzed	VBD	EFFECT
IT	NNP	EFFECT
systems	NNS	EFFECT
ahead	RB	O
of	IN	O
official	JJ	O
opening	NN	O
ceremonies	NNS	O
,	,	O
shutting	VBG	O
down	RP	O
display	NN	O
monitors	NNS	O
,	,	O
killing	VBG	O
Wi	NNP	O
-	:	O
Fi	NNP	O
,	,	O
and	CC	O
taking	VBG	O
down	RP	O
the	DT	O
Olympics	NNPS	O
website	VBP	O
so	RB	O
that	IN	O
visitors	NNS	O
were	VBD	O
unable	JJ	O
to	TO	O
print	VB	O
tickets	NNS	O
.	.	O
We	PRP	O
also	RB	O
found	VBD	O
other	JJ	O
attempts	NNS	O
to	TO	O
wreak	VB	O
havoc	NN	O
at	IN	O
companies	NNS	O
working	VBG	O
closely	RB	O
with	IN	O
the	DT	O
Winter	NNP	O
Olympics	NNPS	O
.	.	O
Several	JJ	O
files	NNS	O
related	VBN	O
to	TO	O
the	DT	O
cyberattack	NN	O
were	VBD	O
uploaded	VBN	O
to	TO	O
VirusTotal	NNP	O
on	IN	O
the	DT	O
day	NN	O
of	IN	O
the	DT	O
attack	NN	O
and	CC	O
were	VBD	O
quickly	RB	O
picked	VBN	O
up	RP	O
by	IN	O
other	JJ	O
security	NN	O
researchers	NNS	O
.	.	O
As	IN	O
we	PRP	O
were	VBD	O
researching	VBG	O
this	DT	O
attack	NN	O
,	,	O
the	DT	O
Cisco	NNP	O
Talos	NNP	O
team	NN	O
published	VBD	O
a	DT	O
brief	JJ	O
description	NN	O
of	IN	O
the	DT	O
malware	NN	O
which	WDT	O
Talos	NNP	O
got	VBD	O
from	IN	O
an	DT	O
undisclosed	JJ	O
source	NN	O
.	.	O
In	IN	O
their	PRP$	O
blog	NN	O
Talos	NNP	O
highlighted	VBD	O
some	DT	O
similarities	NNS	O
between	IN	O
the	DT	O
attack	NN	O
,	,	O
Netya	NNP	MALWARE
(	(	O
Expetr	NNP	O
/	NNP	O
NotPetya	NNP	O
)	)	O
and	CC	O
BadRabbit	NNP	MALWARE
(	(	O
targeted	VBN	O
ransomware	NN	O
)	)	O
.	.	O
The	DT	O
Talos	NNP	O
publication	NN	O
effectively	RB	O
removed	VBD	O
the	DT	O
TLP	NNP	O
constraint	NN	O
as	IN	O
the	DT	O
information	NN	O
had	VBD	O
now	RB	O
become	VBN	O
public	JJ	O
and	CC	O
could	MD	O
be	VB	O
referenced	VBN	O
in	IN	O
this	DT	O
way	NN	O
.	.	O
However	RB	O
,	,	O
we	PRP	O
decided	VBD	O
not	RB	O
to	TO	O
jump	VB	O
to	TO	O
conclusions	NNS	O
,	,	O
especially	RB	O
with	IN	O
regards	NNS	O
to	TO	O
attribution	NN	O
,	,	O
and	CC	O
spent	JJ	O
time	NN	O
researching	VBG	O
it	PRP	O
calmly	RB	O
and	CC	O
methodologically	RB	O
,	,	O
while	IN	O
we	PRP	O
continued	VBD	O
to	TO	O
discover	VB	O
more	JJR	O
and	CC	O
more	JJR	O
false	JJ	O
flags	NNS	O
and	CC	O
controversies	NNS	O
in	IN	O
the	DT	O
malware	NN	O
.	.	O
The	DT	O
main	JJ	O
malware	NN	O
module	NN	O
is	VBZ	O
a	DT	O
network	NN	O
worm	NN	TOOL
that	IN	O
consists	VBZ	O
of	IN	O
multiple	JJ	O
components	NNS	O
,	,	O
including	VBG	O
a	DT	O
legitimate	JJ	O
PsExec	NNP	TOOL
tool	NN	TOOL
from	IN	O
SysInternals	NNP	O
'	POS	O
suite	NN	O
,	,	O
a	DT	O
few	JJ	O
credential	JJ	TECHNIQUE
stealer	NN	TECHNIQUE
modules	NNS	O
and	CC	O
a	DT	O
wiper	NN	TECHNIQUE
.	.	O
From	IN	O
a	DT	O
technical	JJ	O
perspective	NN	O
,	,	O
the	DT	O
purpose	NN	O
of	IN	O
the	DT	O
malware	NN	O
is	VBZ	O
to	TO	O
deliver	VB	O
and	CC	O
start	VB	O
the	DT	O
wiper	NN	TECHNIQUE
payload	NN	O
which	WDT	O
attempts	VBZ	O
to	TO	O
destroy	VB	EFFECT
files	NNS	EFFECT
on	IN	O
the	DT	O
remote	JJ	O
network	NN	O
shares	NNS	O
over	IN	O
the	DT	O
next	JJ	O
60	CD	O
minutes	NNS	O
.	.	O
Meanwhile	RB	O
,	,	O
the	DT	O
main	JJ	O
module	NN	O
collects	NNS	EFFECT
user	JJ	EFFECT
passwords	NNS	EFFECT
from	IN	O
browser	NN	O
and	CC	O
Windows	NNP	O
storage	NN	O
and	CC	O
crafts	VB	O
a	DT	O
new	JJ	O
generation	NN	O
of	IN	O
the	DT	O
worm	NN	TOOL
that	WDT	O
contains	VBZ	O
old	JJ	O
and	CC	O
freshly	RB	O
collected	VBN	O
compromised	JJ	O
credentials	NNS	O
.	.	O
The	DT	O
new	JJ	O
generation	NN	O
of	IN	O
the	DT	O
worm	NN	TOOL
is	VBZ	O
pushed	VBN	O
to	TO	O
accessible	VB	O
local	JJ	O
